45630_23908.html,1,1,雨,名詞,一般,,,,,雨,アメ,アメ
45630_23908.html,1,2,ニモマケズ,名詞,一般,,,,,ニモマケズ,ニモマケズ,ニモマケズ
45630_23908.html,2,1,風,名詞,一般,,,,,風,カゼ,カゼ
45630_23908.html,2,2,ニモマケズ,名詞,一般,,,,,ニモマケズ,ニモマケズ,ニモマケズ
45630_23908.html,3,1,雪,名詞,一般,,,,,雪,ユキ,ユキ
45630_23908.html,3,2,ニモ,名詞,一般,,,,,ニモ,ニモ,ニモ
45630_23908.html,3,3,夏,名詞,一般,,,,,夏,ナツ,ナツ
45630_23908.html,3,4,ノ,助詞,連体化,,,,,ノ,ノ,ノ
45630_23908.html,3,5,暑,形容詞,自立,,,形容詞・アウオ段,ガル接続,暑い,アツ,アツ
45630_23908.html,3,6,サニモマケヌ,感動詞,,,,,,サニモマケヌ,サニモマケヌ,サニモマケヌ
45630_23908.html,4,1,丈夫,名詞,形容動詞語幹,,,,,丈夫,ジョウブ,ジョーブ
45630_23908.html,4,2,ナカラダヲモチ,名詞,一般,,,,,ナカラダヲモチ,ナカラダヲモチ,ナカラダヲモチ
45630_23908.html,5,1,慾,名詞,一般,,,,,慾,ヨク,ヨク
45630_23908.html,5,2,ハナク,名詞,一般,,,,,ハナク,ハナク,ハナク
45630_23908.html,6,1,決,名詞,一般,,,,,決,ケツ,ケツ
45630_23908.html,6,2,シテ,名詞,一般,,,,,シテ,シテ,シテ
45630_23908.html,6,3,瞋,名詞,一般,,,,,瞋,瞋,瞋
45630_23908.html,6,4,ラズ,名詞,一般,,,,,ラズ,ラズ,ラズ
45630_23908.html,7,1,イツモシヅカニワラッテヰル,名詞,一般,,,,,イツモシヅカニワラッテヰル,イツモシヅカニワラッテヰル,イツモシヅカニワラッテヰル
45630_23908.html,8,1,一,名詞,数,,,,,一,イチ,イチ
45630_23908.html,8,2,日,名詞,接尾,助数詞,,,,日,ニチ,ニチ
45630_23908.html,8,3,ニ,名詞,一般,,,,,ニ,ニ,ニ
45630_23908.html,8,4,玄米,名詞,一般,,,,,玄米,ゲンマイ,ゲンマイ
45630_23908.html,8,5,四,名詞,数,,,,,四,ヨン,ヨン
45630_23908.html,8,6,合,名詞,接尾,助数詞,,,,合,ゴウ,ゴー
45630_23908.html,8,7,ト,名詞,一般,,,,,ト,ト,ト
45630_23908.html,9,1,味噌,名詞,一般,,,,,味噌,ミソ,ミソ
45630_23908.html,9,2,ト,名詞,一般,,,,,ト,ト,ト
45630_23908.html,9,3,少,接頭詞,名詞接続,,,,,少,ショウ,ショー
45630_23908.html,9,4,シノ,名詞,固有名詞,一般,,,,シノ,シノ,シノ
45630_23908.html,9,5,野菜,名詞,一般,,,,,野菜,ヤサイ,ヤサイ
45630_23908.html,9,6,ヲ,助詞,格助詞,一般,,,,ヲ,ヲ,ヲ
45630_23908.html,9,7,タベ,名詞,一般,,,,,タベ,タベ,タベ
45630_23908.html,10,1,アラユルコトヲ,名詞,一般,,,,,アラユルコトヲ,アラユルコトヲ,アラユルコトヲ
45630_23908.html,11,1,ジブンヲカンジョウニ,名詞,一般,,,,,ジブンヲカンジョウニ,ジブンヲカンジョウニ,ジブンヲカンジョウニ
45630_23908.html,11,2,入,接頭詞,名詞接続,,,,,入,ニュウ,ニュー
45630_23908.html,11,3,レズニ,名詞,一般,,,,,レズニ,レズニ,レズニ
45630_23908.html,12,1,ヨクミキキシワカリ,名詞,一般,,,,,ヨクミキキシワカリ,ヨクミキキシワカリ,ヨクミキキシワカリ
45630_23908.html,13,1,ソシテワスレズ,名詞,一般,,,,,ソシテワスレズ,ソシテワスレズ,ソシテワスレズ
45630_23908.html,14,1,野原,名詞,一般,,,,,野原,ノハラ,ノハラ
45630_23908.html,14,2,ノ,助詞,連体化,,,,,ノ,ノ,ノ
45630_23908.html,14,3,松,名詞,一般,,,,,松,マツ,マツ
45630_23908.html,14,4,ノ,記号,一般,,,,,ノ,ノ,ノ
45630_23908.html,14,5,林,名詞,固有名詞,人名,姓,,,林,ハヤシ,ハヤシ
45630_23908.html,14,6,ノ,助詞,連体化,,,,,ノ,ノ,ノ
45630_23908.html,14,7,ノ,記号,一般,,,,,ノ,ノ,ノ
45630_23908.html,15,1,小,接頭詞,名詞接続,,,,,小,ショウ,ショー
45630_23908.html,15,2,サナ,名詞,一般,,,,,サナ,サナ,サナ
45630_23908.html,15,3,萓,名詞,一般,,,,,萓,萓,萓
45630_23908.html,15,4,ブキノ,名詞,一般,,,,,ブキノ,ブキノ,ブキノ
45630_23908.html,15,5,小屋,名詞,一般,,,,,小屋,コヤ,コヤ
45630_23908.html,15,6,ニヰテ,名詞,一般,,,,,ニヰテ,ニヰテ,ニヰテ
45630_23908.html,16,1,東,名詞,一般,,,,,東,ヒガシ,ヒガシ
45630_23908.html,16,2,ニ,名詞,一般,,,,,ニ,ニ,ニ
45630_23908.html,16,3,病気,名詞,サ変接続,,,,,病気,ビョウキ,ビョーキ
45630_23908.html,16,4,ノコドモアレバ,名詞,一般,,,,,ノコドモアレバ,ノコドモアレバ,ノコドモアレバ
45630_23908.html,17,1,行,名詞,一般,,,,,行,クダリ,クダリ
45630_23908.html,17,2,ッテ,名詞,一般,,,,,ッテ,ッテ,ッテ
45630_23908.html,17,3,看病,名詞,サ変接続,,,,,看病,カンビョウ,カンビョー
45630_23908.html,17,4,シテヤリ,名詞,一般,,,,,シテヤリ,シテヤリ,シテヤリ
45630_23908.html,18,1,西,名詞,一般,,,,,西,ニシ,ニシ
45630_23908.html,18,2,ニツカレタ,名詞,一般,,,,,ニツカレタ,ニツカレタ,ニツカレタ
45630_23908.html,18,3,母,名詞,一般,,,,,母,ハハ,ハハ
45630_23908.html,18,4,アレバ,名詞,一般,,,,,アレバ,アレバ,アレバ
45630_23908.html,19,1,行,名詞,一般,,,,,行,クダリ,クダリ
45630_23908.html,19,2,ッテソノ,名詞,一般,,,,,ッテソノ,ッテソノ,ッテソノ
45630_23908.html,19,3,稲,名詞,一般,,,,,稲,イネ,イネ
45630_23908.html,19,4,ノ,助詞,連体化,,,,,ノ,ノ,ノ
45630_23908.html,19,5,朿,名詞,一般,,,,,朿,朿,朿
45630_23908.html,19,6,ヲ,助詞,格助詞,一般,,,,ヲ,ヲ,ヲ
45630_23908.html,19,7,負,接頭詞,名詞接続,,,,,負,フ,フ
45630_23908.html,19,8,ヒ,名詞,一般,,,,,ヒ,ヒ,ヒ
45630_23908.html,20,1,南,名詞,一般,,,,,南,ミナミ,ミナミ
45630_23908.html,20,2,ニ,名詞,一般,,,,,ニ,ニ,ニ
45630_23908.html,20,3,死,名詞,接尾,サ変接続,,,,死,シ,シ
45630_23908.html,20,4,ニサウナ,名詞,一般,,,,,ニサウナ,ニサウナ,ニサウナ
45630_23908.html,20,5,人,名詞,接尾,一般,,,,人,ジン,ジン
45630_23908.html,20,6,アレバ,名詞,一般,,,,,アレバ,アレバ,アレバ
45630_23908.html,21,1,行,名詞,一般,,,,,行,クダリ,クダリ
45630_23908.html,21,2,ッテコハガラナクテモイヽトイヒ,名詞,一般,,,,,ッテコハガラナクテモイヽトイヒ,ッテコハガラナクテモイヽトイヒ,ッテコハガラナクテモイヽトイヒ
45630_23908.html,22,1,北,名詞,一般,,,,,北,キタ,キタ
45630_23908.html,22,2,ニケンクヮヤソショウガアレバ,名詞,一般,,,,,ニケンクヮヤソショウガアレバ,ニケンクヮヤソショウガアレバ,ニケンクヮヤソショウガアレバ
45630_23908.html,23,1,ツマラナイカラヤメロトイヒ,名詞,一般,,,,,ツマラナイカラヤメロトイヒ,ツマラナイカラヤメロトイヒ,ツマラナイカラヤメロトイヒ
45630_23908.html,24,1,ヒドリノトキハナミダヲナガシ,名詞,一般,,,,,ヒドリノトキハナミダヲナガシ,ヒドリノトキハナミダヲナガシ,ヒドリノトキハナミダヲナガシ
45630_23908.html,25,1,サムサノナツハオロオロアルキ,名詞,一般,,,,,サムサノナツハオロオロアルキ,サムサノナツハオロオロアルキ,サムサノナツハオロオロアルキ
45630_23908.html,26,1,ミンナニデクノボートヨバレ,名詞,一般,,,,,ミンナニデクノボートヨバレ,ミンナニデクノボートヨバレ,ミンナニデクノボートヨバレ
45630_23908.html,27,1,ホメラレモセズ,名詞,一般,,,,,ホメラレモセズ,ホメラレモセズ,ホメラレモセズ
45630_23908.html,28,1,クニモサレズ,名詞,一般,,,,,クニモサレズ,クニモサレズ,クニモサレズ
45630_23908.html,29,1,サウイフモノニ,名詞,一般,,,,,サウイフモノニ,サウイフモノニ,サウイフモノニ
45630_23908.html,30,1,ワタシハナリタイ,名詞,一般,,,,,ワタシハナリタイ,ワタシハナリタイ,ワタシハナリタイ
45630_23908.html,31,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,31,2,無辺,名詞,一般,,,,,無辺,ムヘン,ムヘン
45630_23908.html,31,3,行,名詞,接尾,地域,,,,行,イキ,イキ
45630_23908.html,31,4,菩薩,名詞,一般,,,,,菩薩,ボサツ,ボサツ
45630_23908.html,32,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,32,2,上,名詞,固有名詞,人名,姓,,,上,ウエ,ウエ
45630_23908.html,32,3,行,名詞,固有名詞,人名,名,,,行,コウ,コー
45630_23908.html,32,4,菩薩,名詞,一般,,,,,菩薩,ボサツ,ボサツ
45630_23908.html,33,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,33,2,多,接頭詞,名詞接続,,,,,多,タ,タ
45630_23908.html,33,3,宝,名詞,固有名詞,人名,姓,,,宝,タカラ,タカラ
45630_23908.html,33,4,如来,名詞,固有名詞,人名,名,,,如来,ニョライ,ニョライ
45630_23908.html,34,1,南無妙法蓮華経,名詞,一般,,,,,南無妙法蓮華経,ナムミョウホウレンゲキョウ,ナムミョーホーレンゲキョー
45630_23908.html,35,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,35,2,釈迦牟尼,名詞,一般,,,,,釈迦牟尼,シャカムニ,シャカムニ
45630_23908.html,35,3,仏,名詞,接尾,一般,,,,仏,ボトケ,ボトケ
45630_23908.html,36,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,36,2,浄,名詞,固有名詞,人名,名,,,浄,キヨシ,キヨシ
45630_23908.html,36,3,行,名詞,接尾,地域,,,,行,イキ,イキ
45630_23908.html,36,4,菩薩,名詞,一般,,,,,菩薩,ボサツ,ボサツ
45630_23908.html,37,1,南無,感動詞,,,,,,南無,ナム,ナム
45630_23908.html,37,2,安立,名詞,固有名詞,人名,姓,,,安立,アダチ,アダチ
45630_23908.html,37,3,行,名詞,固有名詞,人名,名,,,行,コウ,コー
45630_23908.html,37,4,菩薩,名詞,一般,,,,,菩薩,ボサツ,ボサツ
